First Name,Last Name ,Year,Salaries,Rank
Lawrence,Roberts,2000,NA,790
Earl,Barron,2000,NA,791
Ersan,Ilyasova,2000,NA,792
Bracey,Wright,2000,NA,793
Dwayne,Jones,2000,NA,794
Brandon,Bass,2000,NA,795
Jackie,Butler,2000,NA,796
Travis,Diener,2000,NA,797
Shavlik,Randolph,2000,NA,798
Dijon,Thompson,2000,NA,799
Ronnie,Price,2000,NA,800
CJ,Miles,2000,NA,801
Robert,Whaley,2000,NA,802
Andre,Owens,2000,NA,803
Andray,Blatche,2000,NA,804
Donell,Taylor,2000,NA,805
Gerald,Fitch,2000,NA,806
John,Thomas,2000,NA,807
Aaron,Miles,2000,NA,808
Sean,Banks,2000,NA,809
James,Thomas,2000,NA,810
Sharrod,Ford,2000,NA,811
Deng,Gai,2000,NA,812
Randy,Holcomb,2000,NA,813
Stephen,Graham,2000,NA,814
Matt,Walsh,2000,NA,815
John,Lucas,2000,NA,816
Alex,Scales,2000,NA,817
Melvin,Sanders,2000,NA,818
Andrea,Bargnani,2000,NA,819
Anthony,Parker,2000,NA,820
LaMarcus,Aldridge,2000,NA,821
Jorge,Garbajosa,2000,NA,822
Adam,Morrison,2000,NA,823
Tyrus,Thomas,2000,NA,824
Shelden,Williams,2000,NA,825
Brandon,Roy,2000,NA,826
Randy,Foye,2000,NA,827
Rudy,Gay,2000,NA,828
Patrick,O'Bryant,2000,NA,829
Saer,Sene,2000,NA,830
JJ,Redick,2000,NA,831
Walter,Herrmann,2000,NA,832
Vassilis,Spanoulis,2000,NA,833
Hilton,Armstrong,2000,NA,834
Thabo,Sefolosha,2000,NA,835
Ronnie,Brewer,2000,NA,836
Cedric,Simmons,2000,NA,837
Rodney,Carney,2000,NA,838
Shawne,Williams,2000,NA,839
Quincy,Douby,2000,NA,840
Renaldo,Balkman,2000,NA,841
Rajon,Rondo,2000,NA,842
Marcus,Williams,2000,NA,843
Josh,Boone,2000,NA,844
Kyle,Lowry,2000,NA,845
Shannon,Brown,2000,NA,846
Jordan,Farmar,2000,NA,847
Sergio,Rodriguez,2000,NA,848
Maurice,Ager,2000,NA,849
Mardy,Collins,2000,NA,850
James,White,2000,NA,851
Mickael,Gelabale,2000,NA,852
Mile,Ilic,2000,NA,853
James,Lang,2000,NA,854
Ime,Udoka,2000,NA,855
Solomon,Jones,2000,NA,856
Chuck,Hayes,2000,NA,857
Ronny,Turiaf,2000,NA,858
Lynn,Greer,2000,NA,859
Paul,Millsap,2000,NA,860
Steve,Novak,2000,NA,861
Leon,Powe,2000,NA,862
Cedric,Bozeman,2000,NA,863
Allan,Ray,2000,NA,864
Hassan,Adams,2000,NA,865
Ryan,Hollins,2000,NA,866
Daniel,Gibson,2000,NA,867
Pops,Mensah-Bonsu,2000,NA,868
Jose,Juan,2000,NA,869
Yakhouba,Diawara,2000,NA,870
Ivan,McFarlin,2000,NA,871
Will,Blalock,2000,NA,872
Paul,Davis,2000,NA,873
Alexander,Johnson,2000,NA,874
Tarence,Kinsey,2000,NA,875
Chris,Quinn,2000,NA,876
Robert,Hite,2000,NA,877
Damir,Markota,2000,NA,878
David,Noel,2000,NA,879
Craig,Smith,2000,NA,880
Marcus,Vinicius,2000,NA,881
James,Augustine,2000,NA,882
Bobby,Jones,2000,NA,883
PJ,Tucker,2000,NA,884
Uros,Slokar,2000,NA,885
Brian,Chase,2000,NA,886
Roger,Powell,2000,NA,887
Kelenna,Azubuike,2000,NA,888
Desmon,Farmer,2000,NA,889
Justin,Williams,2000,NA,890
Andre,Brown,2000,NA,891
Jeremy,Richardson,2000,NA,892
Chris,McCray,2000,NA,893
Andreas,Glyniadakis,2000,NA,894
Steven,Smith,2000,NA,895
Mike,Gansey,2000,NA,896
Mike,Hall,2000,NA,897
Pat,Carroll,2000,NA,898
Jimmie,Hunter,2000,NA,899
Paul,Miller,2000,NA,900
Jefferson,Sobral,2000,NA,901
Daniel,Horton,2000,NA,902
Vincent,Grier,2000,NA,903
Luke,Schenscher,2000,NA,904
Kevin,Pittsnogle,2000,NA,905
Will,Conroy,2000,NA,906
Renaldo,Major,2000,NA,907
Greg,Oden,2000,NA,908
Kevin,Durant,2000,NA,909
Al,Horford,2000,NA,910
Mike,Conley,2000,NA,911
Jeff,Green,2000,NA,912
Luis,Scola,2000,NA,913
Yi,Jianlian,2000,NA,914
Corey,Brewer,2000,NA,915
Brandan,Wright,2000,NA,916
Joakim,Noah,2000,NA,917
Spencer,Hawes,2000,NA,918
Acie,Law,2000,NA,919
Thaddeus,Young,2000,NA,920
Kosta,Perovic,2000,NA,921
Julian,Wright,2000,NA,922
Al,Thornton,2000,NA,923
Rodney,Stuckey,2000,NA,924
Nick,Young,2000,NA,925
Sean,Williams,2000,NA,926
Marco,Belinelli,2000,NA,927
Oleksiy,Pecherov,2000,NA,928
Javaris,Crittenton,2000,NA,929
Jason,Smith,2000,NA,930
Daequan,Cook,2000,NA,931
Jared,Dudley,2000,NA,932
Wilson,Chandler,2000,NA,933
Morris,Almond,2000,NA,934
Aaron,Brooks,2000,NA,935
Arron,Afflalo,2000,NA,936
Ian,Mahinmi,2000,NA,937
Alando,Tucker,2000,NA,938
Randolph,Morris,2000,NA,939
Billy,Thomas,2000,NA,940
Kyrylo,Fesenko,2000,NA,941
Gabe,Pruitt,2000,NA,942
Juan,Carlos,2000,NA,943
Mario,West,2000,NA,944
Glen,Davis,2000,NA,945
Jermareo,Davidson,2000,NA,946
Aaron,Gray,2000,NA,947
Demetris,Nichols,2000,NA,948
JamesOn,Curry,2000,NA,949
Nick,Fazekas,2000,NA,950
Taurean,Green,2000,NA,951
Cheikh,Samb,2000,NA,952
Carl,Landry,2000,NA,953
Adam,Haluska,2000,NA,954
Coby,Karl,2000,NA,955
Joel,Anthony,2000,NA,956
Ramon,Sessions,2000,NA,957
Chris,Richard,2000,NA,958
Marcin,Gortat,2000,NA,959
Herbert,Hill,2000,NA,960
D.J.,Strawberry,2000,NA,961
Josh,McRoberts,2000,NA,962
Jamario,Moon,2000,NA,963
Dominic,McGuire,2000,NA,964
Keith,Langford,2000,NA,965
Darius,Washington,2000,NA,966
Brandon,Wallace,2000,NA,967
CJ,Watson,2000,NA,968
Courtney,Sims,2000,NA,969
Darryl,Watkins,2000,NA,970
Thomas,Gardner,2000,NA,971
Guillermo,Diaz,2000,NA,972
Stephane,Lasme,2000,NA,973
Derrick,Rose,2000,NA,974
Michael,Beasley,2000,NA,975
OJ,Mayo,2000,NA,976
Russell,Westbrook,2000,NA,977
Kevin,Love,2000,NA,978
Marc,Gasol,2000,NA,979
Danilo,Gallinari,2000,NA,980
Eric,Gordon,2000,NA,981
Joe,Alexander,2000,NA,982
DJ,Augustin,2000,NA,983
Brook,Lopez,2000,NA,984
Jerryd,Bayless,2000,NA,985
Jason,Thompson,2000,NA,986
Brandon,Rush,2000,NA,987
Anthony,Randolph,2000,NA,988
Goran,Dragic,2000,NA,989
Robin,Lopez,2000,NA,990
Hamed,Haddadi,2000,NA,991
Marreese,Speights,2000,NA,992
Roy,Hibbert,2000,NA,993
JaVale,McGee,2000,NA,994
JJ,Hickson,2000,NA,995
Alexis,Ajinca,2000,NA,996
Roko,Ukic,2000,NA,997
Ryan,Anderson,2000,NA,998
Courtney,Lee,2000,NA,999
Kosta,Koufos,2000,NA,1000
Rudy,Fernandez,2000,NA,1001
Nicolas,Batum,2000,NA,1002
George,Hill,2000,NA,1003
Darrell,Arthur,2000,NA,1004
Donte,Greene,2000,NA,1005
DJ,White,2000,NA,1006
JR,Giddens,2000,NA,1007
Joey,Dorsey,2000,NA,1008
Kyle,Weaver,2000,NA,1009
Luc,Mbah,2000,NA,1010
Will,Bynum,2000,NA,1011
Mario,Chalmers,2000,NA,1012
DeAndre,Jordan,2000,NA,1013
Henry,Walker,2000,NA,1014
Mike,Taylor,2000,NA,1015
Darnell,Jackson,2000,NA,1016
Chris,Douglas-Roberts,2000,NA,1017
Othello,Hunter,2000,NA,1018
Sean,Singletary,2000,NA,1019
Sonny,Weems,2000,NA,1020
Walter,Sharpe,2000,NA,1021
Anthony,Morrow,2000,NA,1022
Sun,Yue,2000,NA,1023
Bobby,Brown,2000,NA,1024
Nathan,Jawai,2000,NA,1025
Rob,Kurz,2000,NA,1026
Malik,Hairston,2000,NA,1027
Jawad,Williams,2000,NA,1028
Anthony,Tolliver,2000,NA,1029
Cartier,Martin,2000,NA,1030
Trey,Johnson,2000,NA,1031
DeMarcus,Nelson,2000,NA,1032
Steven,Hill,2000,NA,1033
Blake,Ahearn,2000,NA,1034
Richard,Hendrix,2000,NA,1035
Blake,Griffin,2000,NA,1036
Hasheem,Thabeet,2000,NA,1037
James,Harden,2000,NA,1038
Tyreke,Evans,2000,NA,1039
Jonny,Flynn,2000,NA,1040
Stephen,Curry,2000,NA,1041
Jordan,Hill,2000,NA,1042
David,Andersen,2000,NA,1043
DeMar,DeRozan,2000,NA,1044
Brandon,Jennings,2000,NA,1045
Terrence,Williams,2000,NA,1046
Gerald,Henderson,2000,NA,1047
Tyler,Hansbrough,2000,NA,1048
Earl,Clark,2000,NA,1049
Austin,Daye,2000,NA,1050
James,Johnson,2000,NA,1051
Jrue,Holiday,2000,NA,1052
Ty,Lawson,2000,NA,1053
Jeff,Teague,2000,NA,1054
Eric,Maynor,2000,NA,1055
Darren,Collison,2000,NA,1056
Omri,Casspi,2000,NA,1057
Serge,Ibaka,2000,NA,1058
BJ,Mullens,2000,NA,1059
Rodrigue,Beaubois,2000,NA,1060
Taj,Gibson,2000,NA,1061
DeMarre,Carroll,2000,NA,1062
Wayne,Ellington,2000,NA,1063
Toney,Douglas,2000,NA,1064
Louis,Amundson,2000,NA,1065
DeJuan,Blair,2000,NA,1066
Sam,Young,2000,NA,1067
Jermaine,Taylor,2000,NA,1068
Jodie,Meeks,2000,NA,1069
Chris,Hunter,2000,NA,1070
Marcus,Thornton,2000,NA,1071
Marcus,Landry,2000,NA,1072
Derrick,Brown,2000,NA,1073
Danny,Green,2000,NA,1074
Jonas,Jerebko,2000,NA,1075
DaJuan,Summers,2000,NA,1076
Chase,Budinger,2000,NA,1077
AJ,Price,2000,NA,1078
Taylor,Griffin,2000,NA,1079
Dante,Cunningham,2000,NA,1080
Jeff,Ayres,2000,NA,1081
Patrick,Mills,2000,NA,1082
Jon,Brockman,2000,NA,1083
Wesley,Matthews,2000,NA,1084
Lester,Hudson,2000,NA,1085
Sundiata,Gaines,2000,NA,1086
Garrett,Temple,2000,NA,1087
Antonio,Anderson,2000,NA,1088
Mike,Harris,2000,NA,1089
Cedric,Jackson,2000,NA,1090
John,Wall,2000,NA,1091
Evan,Turner,2000,NA,1092
Derrick,Favors,2000,NA,1093
Nikola,Pekovic,2000,NA,1094
Wesley,Johnson,2000,NA,1095
Timofey,Mozgov,2000,NA,1096
Tiago,Splitter,2000,NA,1097
DeMarcus,Cousins,2000,NA,1098
Ekpe,Udoh,2000,NA,1099
Greg,Monroe,2000,NA,1100
Al-Farouq,Aminu,2000,NA,1101
Gordon,Hayward,2000,NA,1102
Paul,George,2000,NA,1103
Cole,Aldrich,2000,NA,1104
Xavier,Henry,2000,NA,1105
Ed,Davis,2000,NA,1106
Patrick,Patterson,2000,NA,1107
Larry,Sanders,2000,NA,1108
Omer,Asik,2000,NA,1109
Luke,Babbitt,2000,NA,1110
Kevin,Seraphin,2000,NA,1111
Eric,Bledsoe,2000,NA,1112
Avery,Bradley,2000,NA,1113
James,Anderson,2000,NA,1114
Craig,Brackins,2000,NA,1115
Elliot,Williams,2000,NA,1116
Trevor,Booker,2000,NA,1117
Damion,James,2000,NA,1118
Dominique,Jones,2000,NA,1119
Quincy,Pondexter,2000,NA,1120
Jordan,Crawford,2000,NA,1121
Greivis,Vasquez,2000,NA,1122
Daniel,Orton,2000,NA,1123
Christian,Eyenga,2000,NA,1124
Lazar,Hayward,2000,NA,1125
Solomon,Alabi,2000,NA,1126
Reggie,Williams,2000,NA,1127
Lance,Stephenson,2000,NA,1128
Hassan,Whiteside,2000,NA,1129
Alonzo,Gee,2000,NA,1130
Andy,Rautins,2000,NA,1131
Gary,Neal,2000,NA,1132
Samardo,Samuels,2000,NA,1133
Willie,Warren,2000,NA,1134
Gani,Lawal,2000,NA,1135
Garret,Siler,2000,NA,1136
Pape,Sy,2000,NA,1137
Ben,Uzoh,2000,NA,1138
Sherron,Collins,2000,NA,1139
Semih,Erden,2000,NA,1140
Luke,Harangody,2000,NA,1141
Manny,Harris,2000,NA,1142
Gary,Forbes,2000,NA,1143
Terrico,White,2000,NA,1144
Jeremy,Lin,2000,NA,1145
Devin,Ebanks,2000,NA,1146
Derrick,Caracter,2000,NA,1147
Ishmael,Smith,2000,NA,1148
Patrick,Beverley,2000,NA,1149
Dexter,Pittman,2000,NA,1150
Da'Sean,Butler,2000,NA,1151
Landry,Fields,2000,NA,1152
Armon,Johnson,2000,NA,1153
Pooh,Jeter,2000,NA,1154
Jeremy,Evans,2000,NA,1155
Hamady,N'Diaye,2000,NA,1156
Jeff,Adrien,2000,NA,1157
Zabian,Dowdell,2000,NA,1158
Chris,Johnson,2000,NA,1159
Darington,Hobson,2000,NA,1160
Mustafa,Shakur,2000,NA,1161
Matt,Janning,2000,NA,1162
Larry,Owens,2000,NA,1163
Kyrie,Irving,2000,NA,1164
Derrick,Williams,2000,NA,1165
Enes,Kanter,2000,NA,1166
Tristan,Thompson,2000,NA,1167
Ricky,Rubio,2000,NA,1168
Jan,Vesely,2000,NA,1169
Bismack,Biyombo,2000,NA,1170
Brandon,Knight,2000,NA,1171
Kemba,Walker,2000,NA,1172
Jimmer,Fredette,2000,NA,1173
Klay,Thompson,2000,NA,1174
Alec,Burks,2000,NA,1175
Markieff,Morris,2000,NA,1176
Marcus,Morris,2000,NA,1177
Kawhi,Leonard,2000,NA,1178
Nikola,Vucevic,2000,NA,1179
Gustavo,Ayon,2000,NA,1180
Iman,Shumpert,2000,NA,1181
Chris,Singleton,2000,NA,1182
Tobias,Harris,2000,NA,1183
Nolan,Smith,2000,NA,1184
Kenneth,Faried,2000,NA,1185
Reggie,Jackson,2000,NA,1186
MarShon,Brooks,2000,NA,1187
Jordan,Hamilton,2000,NA,1188
JaJuan,Johnson,2000,NA,1189
Norris,Cole,2000,NA,1190
Cory,Joseph,2000,NA,1191
Jimmy,Butler,2000,NA,1192
Jeremy,Pargo,2000,NA,1193
Chandler,Parsons,2000,NA,1194
Tyler,Honeycutt,2000,NA,1195
Greg,Stiemsma,2000,NA,1196
Jeremy,Tyler,2000,NA,1197
Josh,Selby,2000,NA,1198
Malcolm,Lee,2000,NA,1199
Ryan,Reid,2000,NA,1200
Ivan,Johnson,2000,NA,1201
E'Twaun,Moore,2000,NA,1202
Jordan,Williams,2000,NA,1203
Cory,Higgins,2000,NA,1204
Julyan,Stone,2000,NA,1205
Vernon,Macklin,2000,NA,1206
Charles,Jenkins,2000,NA,1207
Chris,Wright,2000,NA,1208
Travis,Leslie,2000,NA,1209
Trey,Thompkins,2000,NA,1210
Darius,Morris,2000,NA,1211
Andrew,Goudelock,2000,NA,1212
Terrel,Harris,2000,NA,1213
Jon,Leuer,2000,NA,1214
Josh,Harrellson,2000,NA,1215
Jerome,Jordan,2000,NA,1216
Justin,Harper,2000,NA,1217
DeAndre,Liggins,2000,NA,1218
Lavoy,Allen,2000,NA,1219
Isaiah,Thomas,2000,NA,1220
Shelvin,Mack,2000,NA,1221
Walker,Russell,2000,NA,1222
Lance,Thomas,2000,NA,1223
Greg,Smith,2000,NA,1224
Mickell,Gladness,2000,NA,1225
Jeff,Foote,2000,NA,1226
Donald,Sloan,2000,NA,1227
Mychel,Thompson,2000,NA,1228
Carldell,Johnson,2000,NA,1229
Malcolm,Thomas,2000,NA,1230
Dennis,Horner,2000,NA,1231
Courtney,Fortson,2000,NA,1232
Anthony,Davis,2000,NA,1233
Michael,Kidd-Gilchrist,2000,NA,1234
Bradley,Beal,2000,NA,1235
Dion,Waiters,2000,NA,1236
Thomas,Robinson,2000,NA,1237
Jonas,Valanciunas,2000,NA,1238
Mirza,Teletovic,2000,NA,1239
Damian,Lillard,2000,NA,1240
Alexey,Shved,2000,NA,1241
Joel,Freeland,2000,NA,1242
Harrison,Barnes,2000,NA,1243
Terrence,Ross,2000,NA,1244
Andre,Drummond,2000,NA,1245
Austin,Rivers,2000,NA,1246
Meyers,Leonard,2000,NA,1247
Jeremy,Lamb,2000,NA,1248
Kendall,Marshall,2000,NA,1249
John,Henson,2000,NA,1250
Moe,Harkless,2000,NA,1251
Royce,White,2000,NA,1252
Tyler,Zeller,2000,NA,1253
Vyacheslav,Kravtsov,2000,NA,1254
Terrence,Jones,2000,NA,1255
Andrew,Nicholson,2000,NA,1256
Nando,De,2000,NA,1257
Evan,Fournier,2000,NA,1258
Donatas,Motiejunas,2000,NA,1259
Jared,Sullinger,2000,NA,1260
Fab,Melo,2000,NA,1261
Victor,Claver,2000,NA,1262
John,Jenkins,2000,NA,1263
Jared,Cunningham,2000,NA,1264
Tony,Wroten,2000,NA,1265
Miles,Plumlee,2000,NA,1266
Arnett,Moultrie,2000,NA,1267
Perry,Jones,2000,NA,1268
Festus,Ezeli,2000,NA,1269
Kyle,Singler,2000,NA,1270
Marquis,Teague,2000,NA,1271
Draymond,Green,2000,NA,1272
Kyle,O'Quinn,2000,NA,1273
Quincy,Acy,2000,NA,1274
Doron,Lamb,2000,NA,1275
Jae,Crowder,2000,NA,1276
Jeffery,Taylor,2000,NA,1277
Orlando,Johnson,2000,NA,1278
Will,Barton,2000,NA,1279
Mike,Scott,2000,NA,1280
Tyshawn,Taylor,2000,NA,1281
Tornike,Shengelia,2000,NA,1282
Bernard,James,2000,NA,1283
Quincy,Miller,2000,NA,1284
Kim,English,2000,NA,1285
Khris,Middleton,2000,NA,1286
Kent,Bazemore,2000,NA,1287
Ben,Hansbrough,2000,NA,1288
Robert,Sacre,2000,NA,1289
Brian,Roberts,2000,NA,1290
Darius,Miller,2000,NA,1291
Chris,Copeland,2000,NA,1292
Pablo,Prigioni,2000,NA,1293
DeQuan,Jones,2000,NA,1294
Diante,Garrett,2000,NA,1295
Luke,Zeller,2000,NA,1296
Kevin,Murphy,2000,NA,1297
Kevin,Jones,2000,NA,1298
Maalik,Wayns,2000,NA,1299
Jarvis,Varnado,2000,NA,1300
Micheal,Eric,2000,NA,1301
Aron,Baynes,2000,NA,1302
Dionte,Christmas,2000,NA,1303
Kris,Joseph,2000,NA,1304
Scott,Machado,2000,NA,1305
Darius,Johnson-Odom,2000,NA,1306
Tim,Ohlbrecht,2000,NA,1307
Justin,Holiday,2000,NA,1308
Jerel,McNeal,2000,NA,1309
Justin,Dentmon,2000,NA,1310
Josh,Akognon,2000,NA,1311
Henry,Sims,2000,NA,1312
Anthony,Bennett,2000,NA,1313
Victor,Oladipo,2000,NA,1314
Otto,Porter,2000,NA,1315
Cody,Zeller,2000,NA,1316
Alex,Len,2000,NA,1317
Nerlens,Noel,2000,NA,1318
Ben,McLemore,2000,NA,1319
Kentavious,Caldwell-Pope,2000,NA,1320
Trey,Burke,2000,NA,1321
CJ,McCollum,2000,NA,1322
Michael,Carter-Williams,2000,NA,1323
Steven,Adams,2000,NA,1324
Vitor,Faverani,2000,NA,1325
Kelly,Olynyk,2000,NA,1326
Shabazz,Muhammad,2000,NA,1327
Giannis,Antetokounmpo,2000,NA,1328
Gigi,Datome,2000,NA,1329
Dennis,Schroeder,2000,NA,1330
Shane,Larkin,2000,NA,1331
Sergey,Karasev,2000,NA,1332
Tony,Snell,2000,NA,1333
Gorgui,Dieng,2000,NA,1334
Scotty,Hopson,2000,NA,1335
Mason,Plumlee,2000,NA,1336
Solomon,Hill,2000,NA,1337
Pero,Antic,2000,NA,1338
Tim,Hardaway,2000,NA,1339
Reggie,Bullock,2000,NA,1340
Andre,Roberson,2000,NA,1341
Rudy,Gobert,2000,NA,1342
Archie,Goodwin,2000,NA,1343
Nemanja,Nedovic,2000,NA,1344
Allen,Crabbe,2000,NA,1345
Dwight,Buycks,2000,NA,1346
Isaiah,Canaan,2000,NA,1347
Ricky,Ledo,2000,NA,1348
Jamaal,Franklin,2000,NA,1349
Ray,McCallum,2000,NA,1350
Phil,Pressey,2000,NA,1351
Matthew,Dellavedova,2000,NA,1352
Carrick,Felix,2000,NA,1353
Gal,Mekel,2000,NA,1354
Tony,Mitchell,2000,NA,1355
Peyton,Siva,2000,NA,1356
Ognjen,Kuzmic,2000,NA,1357
Robert,Covington,2000,NA,1358
Ryan,Kelly,2000,NA,1359
Nick,Calathes,2000,NA,1360
Miroslav,Raduljica,2000,NA,1361
Nate,Wolters,2000,NA,1362
Robbie,Hummel,2000,NA,1363
Jeff,Withey,2000,NA,1364
Toure,Murry,2000,NA,1365
Brandon,Davies,2000,NA,1366
Hollis,Thompson,2000,NA,1367
Ian,Clark,2000,NA,1368
Glen,Rice,2000,NA,1369
Erik,Murphy,2000,NA,1370
Christapher,Johnson,2000,NA,1371
Dewayne,Dedmon,2000,NA,1372
Chris,Smith,2000,NA,1373
Mike,Muscala,2000,NA,1374
Troy,Daniels,2000,NA,1375
James,Southerland,2000,NA,1376
Chris,Babb,2000,NA,1377
Justin,Hamilton,2000,NA,1378
Jorge,Gutierrez,2000,NA,1379
Arinze,Onuaku,2000,NA,1380
Othyus,Jeffers,2000,NA,1381
Elias,Harris,2000,NA,1382
Casper,Ware,2000,NA,1383
Seth,Curry,2000,NA,1384
James,Nunnally,2000,NA,1385
Willie,Reed,2000,NA,1386
Vander,Blue,2000,NA,1387
Shane,Edwards,2000,NA,1388
DJ,Stephens,2000,NA,1389
Andrew,Wiggins,2000,NA,1390
Nikola,Mirotic,2000,NA,1391
Jabari,Parker,2000,NA,1392
Kostas,Papanikolaou,2000,NA,1393
Joel,Embiid,2000,NA,1394
Aaron,Gordon,2000,NA,1395
Dante,Exum,2000,NA,1396
Marcus,Smart,2000,NA,1397
Bojan,Bogdanovic,2000,NA,1398
Julius,Randle,2000,NA,1399
Furkan,Aldemir,2000,NA,1400
Nik,Stauskas,2000,NA,1401
Noah,Vonleh,2000,NA,1402
Elfrid,Payton,2000,NA,1403
Doug,McDermott,2000,NA,1404
Zach,LaVine,2000,NA,1405
TJ,Warren,2000,NA,1406
Adreian,Payne,2000,NA,1407
Joffrey,Lauvergne,2000,NA,1408
Jusuf,Nurkic,2000,NA,1409
Lucas,Nogueira,2000,NA,1410
Zoran,Dragic,2000,NA,1411
James,Young,2000,NA,1412
Tyler,Ennis,2000,NA,1413
Gary,Harris,2000,NA,1414
Bruno,Caboclo,2000,NA,1415
Mitch,McGary,2000,NA,1416
Jordan,Adams,2000,NA,1417
Rodney,Hood,2000,NA,1418
Shabazz,Napier,2000,NA,1419
Clint,Capela,2000,NA,1420
PJ,Hairston,2000,NA,1421
CJ,Wilcox,2000,NA,1422
Damjan,Rudez,2000,NA,1423
Kyle,Anderson,2000,NA,1424
Joe,Harris,2000,NA,1425
Devyn,Marble,2000,NA,1426
Jerami,Grant,2000,NA,1427
Damien,Inglis,2000,NA,1428
Grant,Jerrett,2000,NA,1429
Spencer,Dinwiddie,2000,NA,1430
Johnny,O'Bryant,2000,NA,1431
Markel,Brown,2000,NA,1432
Cory,Jefferson,2000,NA,1433
Cameron,Bairstow,2000,NA,1434
Dwight,Powell,2000,NA,1435
Erick,Green,2000,NA,1436
KJ,McDaniels,2000,NA,1437
Nick,Johnson,2000,NA,1438
Shayne,Whittington,2000,NA,1439
Jordan,Clarkson,2000,NA,1440
Tarik,Black,2000,NA,1441
Jarnell,Stokes,2000,NA,1442
Russ,Smith,2000,NA,1443
James,Ennis,2000,NA,1444
Glenn,Robinson,2000,NA,1445
Patric,Young,2000,NA,1446
Cleanthony,Early,2000,NA,1447
Travis,Wear,2000,NA,1448
JaKarr,Sampson,2000,NA,1449
Eric,Moreland,2000,NA,1450
Joe,Ingles,2000,NA,1451
Lorenzo,Brown,2000,NA,1452
Elijah,Millsap,2000,NA,1453
Langston,Galloway,2000,NA,1454
Tyler,Johnson,2000,NA,1455
Andre,Dawkins,2000,NA,1456
James,Michael,2000,NA,1457
JaMychal,Green,2000,NA,1458
Alex,Kirk,2000,NA,1459
Kalin,Lucas,2000,NA,1460
Bryce,Cotton,2000,NA,1461
Jack,Cooley,2000,NA,1462
Tim,Frazier,2000,NA,1463
Will,Cherry,2000,NA,1464
Jabari,Brown,2000,NA,1465
Drew,Gordon,2000,NA,1466
David,Stockton,2000,NA,1467
Larry,Drew,2000,NA,1468
Sim,Bhullar,2000,NA,1469
Jarell,Eddie,2000,NA,1470
Sean,Kilpatrick,2000,NA,1471
David,Wear,2000,NA,1472
Karl-Anthony,Towns,2000,NA,1473
D'Angelo,Russell,2000,NA,1474
Jahlil,Okafor,2000,NA,1475
Kristaps,Porzingis,2000,NA,1476
Nemanja,Bjelica,2000,NA,1477
Mario,Hezonja,2000,NA,1478
Willie,Cauley-Stein,2000,NA,1479
Emmanuel,Mudiay,2000,NA,1480
Stanley,Johnson,2000,NA,1481
Tibor,Pleiss,2000,NA,1482
Frank,Kaminsky,2000,NA,1483
Justise,Winslow,2000,NA,1484
Myles,Turner,2000,NA,1485
Trey,Lyles,2000,NA,1486
Devin,Booker,2000,NA,1487
Cameron,Payne,2000,NA,1488
Kelly,Oubre,2000,NA,1489
Terry,Rozier,2000,NA,1490
Rashad,Vaughn,2000,NA,1491
Sam,Dekker,2000,NA,1492
Jerian,Grant,2000,NA,1493
Delon,Wright,2000,NA,1494
Justin,Anderson,2000,NA,1495
Bobby,Portis,2000,NA,1496
Rondae,Hollis-Jefferson,2000,NA,1497
Nikola,Jokic,2000,NA,1498
Tyus,Jones,2000,NA,1499
Sasha,Kaun,2000,NA,1500
Jarell,Martin,2000,NA,1501
Boban,Marjanovic,2000,NA,1502
Jordan,Mickey,2000,NA,1503
Larry,Nance,2000,NA,1504
RJ,Hunter,2000,NA,1505
Chris,McCullough,2000,NA,1506
Josh,Huestis,2000,NA,1507
Kevon,Looney,2000,NA,1508
Richaun,Holmes,2000,NA,1509
Rakeem,Christmas,2000,NA,1510
Joseph,Young,2000,NA,1511
Walter,Tavares,2000,NA,1512
Montrezl,Harrell,2000,NA,1513
Raul,Neto,2000,NA,1514
Pierre,Jackson,2000,NA,1515
Norman,Powell,2000,NA,1516
Pat,Connaughton,2000,NA,1517
Darrun,Hilliard,2000,NA,1518
Lamar,Patterson,2000,NA,1519
Aaron,Harrison,2000,NA,1520
Cristiano,Felicio,2000,NA,1521
Salah,Mejri,2000,NA,1522
Maurice,Ndour,2000,NA,1523
Branden,Dawson,2000,NA,1524
Marcelo,Huertas,2000,NA,1525
Anthony,Brown,2000,NA,1526
Michael,Frazier,2000,NA,1527
Josh,Richardson,2000,NA,1528
TJ,McConnell,2000,NA,1529
Cliff,Alexander,2000,NA,1530
Luis,Montero,2000,NA,1531
Duje,Dukan,2000,NA,1532
Jonathon,Simmons,2000,NA,1533
Treveon,Graham,2000,NA,1534
Christian,Wood,2000,NA,1535
Scottie,Wilbekin,2000,NA,1536
Jordan,McRae,2000,NA,1537
Xavier,Munford,2000,NA,1538
Alan,Williams,2000,NA,1539
Jonathan,Holmes,2000,NA,1540
Alex,Stepheson,2000,NA,1541
Axel,Toupane,2000,NA,1542
Bryce,Dejean-Jones,2000,NA,1543
Keith,Appling,2000,NA,1544
Coty,Clarke,2000,NA,1545
Briante,Weber,2000,NA,1546
Thanasis,Antetokounmpo,2000,NA,1547
JJ,O'Brien,2000,NA,1548
John,Holland,2000,NA,1549
Alex,Abrines,2000,NA,1550
Ben,Simmons,2000,NA,1551
Brandon,Ingram,2000,NA,1552
Jaylen,Brown,2000,NA,1553
Dragan,Bender,2000,NA,1554
Kris,Dunn,2000,NA,1555
Buddy,Hield,2000,NA,1556
